b,s,temp,pH,db
1.0205181918312358,3.1213356863695783,19.226902188140087,4.631473661699854,-1.8904760363184576e-05
1.8839850179155477,2.010335056780704,26.327080004798695,6.856765313254982,0.018339813041319333
4.338260086922435,4.264763261906422,37.24826622932265,2.1984354513136157,4.9690178345144425e-05
4.14417516801314,4.488816609715176,39.913581981439464,4.238103609615041,0.01143359913419543
3.514646157800209,4.462945655396572,31.996381585460476,7.612924427279497,0.5324924906671474
2.622957901860223,2.7740393580688965,11.398103298648058,6.284533495392426,-0.00028792981346654193
3.9735265456257887,3.898833426155677,28.50164801703785,9.284944419054893,0.0091873662537515
3.9191773917347876,4.896663885283768,11.42413550199532,5.858638705489912,-0.00029421351820937156
3.7828666174730077,2.089041907308212,35.19832425767171,3.6193236469133265,0.010324533796756151
2.121669473457344,4.325197503796457,34.65235901396925,4.793531136173034,0.05612015174226313
1.2885343095576456,3.420822617064967,21.728602316536676,9.320881379851034,0.00010444159829081722
1.2275420894729923,2.038413609461479,6.786829220291258,11.372548326157142,-6.2888211876492e-08
1.3419499682637968,2.3617662979639213,21.46564757589991,10.988052182872817,2.6668354196166687e-06
4.303195487824168,4.681909504477501,31.244564797090653,11.1534852771108,0.000964307041546083
4.221627042420639,3.1874374629485573,3.450355095342162,7.7404255086496665,-0.0001464298108396904
4.14010493761676,2.226807036490772,37.6545815167292,11.415093455413842,0.0004620662171441198
1.62368923573723,4.789029272680354,25.2544926608664,7.1230000933766915,0.012484080983948893
3.588892256985457,3.4595846808140016,6.239678626352753,7.967915326922205,-0.00014067667943520775
1.3639433911464605,4.301695132826819,26.31320167044268,8.257079829890566,0.004492741335180281
3.4211196319666834,2.380390072912835,33.997016932887455,6.343967104649689,0.5958332657083836
3.372382208350512,1.6272182595920195,10.451948146285739,7.844382979582779,-0.00022989210567170117
3.415417202966125,2.101283447508252,22.333090041136273,9.260626923416012,0.00039150865169661176
2.5812677724455897,1.3478826822876901,37.0384560363843,8.41858009836254,0.134418985731026
1.7585037161334292,4.870449947866476,39.244552118921995,6.665937024840888,0.19694800058604783
2.200942049604127,4.6349548612637275,17.798107901088766,11.199974548085644,-1.3523245870379567e-06
4.957943569896813,2.903019895356204,19.95174540993938,11.58526658324727,-2.380583173002652e-08
2.8592199809772954,2.582773727312109,16.00241818105274,9.238942920484122,-9.02525307135952e-05
1.9842441296220295,2.5218750168641977,38.2415211695981,4.839674630695118,0.03197418023138441
4.554450916581581,1.881279964958245,35.13711110547488,5.281301478723504,0.1961351265997359
3.1876097434665387,1.7439254289142379,37.57207852580259,4.779127812614557,0.05296040685820964
2.6814300812247236,3.7379708008908734,38.18936493306973,7.821194967785004,0.2866954927931947
2.664913524368382,4.698789048694575,22.184517405425876,11.400441012535527,2.4468941372525006e-06
3.480132400810881,1.0505529009066619,1.8297185493118833,3.0001000059367904,-2.5762507950433734e-07
1.5945915883696409,1.8203972114729026,20.717869615892333,3.3991657767683563,3.4017869857316254e-06
2.5337179091452606,3.8178486644129697,20.41364429260582,9.1578866562662,5.076362912426658e-05
4.271325470953736,2.555865719319763,3.4615020182478533,8.692723478829738,-4.241102230152692e-05
1.7905124658273674,2.786476060797826,15.827297994397071,6.1797828219560955,-0.0003734177424022516
4.686787959179012,4.18699378282974,10.427077922441534,7.209917088333555,-0.0008362391401781366
1.0832145786281115,4.093006413943094,3.7698338895702923,9.03270312245581,-7.726126260229162e-06
4.232014184120553,3.326230329324562,12.094609289662978,8.60749576081035,-0.00018064458896115083
4.1659736943195895,4.467779214559863,39.960777591900104,2.86521118091331,0.0004874989868333153
2.7709207760578525,4.408714817884135,24.4691554175662,7.27538415856581,0.012876524168590428
3.065435323172195,2.3735589061418367,1.1801986091657133,8.426932325474095,-3.213505213675469e-05
4.432882438709349,2.979222911809096,10.452587171552782,10.696973733633115,-3.585464434701157e-06
4.749551570370162,3.6680694888100573,9.703912641227259,9.192969744844405,-6.054056262232728e-05
4.697145861926859,4.548062209503826,32.1717112076197,10.441867126347587,0.010319070806426753
2.108804597328507,4.880030872592385,38.668951783610986,5.889182216200795,0.13350581586593374
1.821043628260052,1.9755344363200456,19.303827452148493,6.321565655643383,-0.0002612557795109723
4.278368783311681,1.3461463984145214,16.912775735804246,4.6577019668666555,-0.00010203427242424863
3.615151379253796,4.192389801615483,34.81834686943963,4.997615696906326,0.128824980539348
4.9307193630924555,3.2532384584282146,18.96160581410452,8.366851764717424,-0.00047062219180642406
3.4838220144264747,1.4527953992576,19.742351456894863,7.664384624778992,-0.0001918691321962516
1.1717670366251238,1.1573717731615956,17.613017800270434,8.05788115078833,-0.00015798075886039865
2.579495500402362,4.44317752270857,9.0545974788438,6.670172837556116,-0.000330287768541005
3.5459072076971805,3.1872492031742055,35.20148558454534,5.5760389524742875,0.2641084726084295
3.432833481713336,2.8130827296197074,8.901497987763362,5.05361705719047,-5.22208031793247e-05
2.6426742844162674,1.5887700716201576,16.668021488315077,7.384222671439024,-0.0008369138118086223
4.732885479107228,2.9155165896986013,17.980033626626856,11.837943586439911,-5.74692683138164e-08
2.8870808327103354,4.68342309806596,34.1234145025541,4.835957281830293,0.08238422428203507
3.120247847093936,3.7446766243467127,22.696338687553304,6.805530856912531,0.006926134968870464
